lsoa_code,lsoa_name,lad_code,lad_name
E01014243,Stoke-on-Trent 006C,E06000021,Stoke-on-Trent
E01014244,Stoke-on-Trent 006D,E06000021,Stoke-on-Trent
E01014245,Stoke-on-Trent 006E,E06000021,Stoke-on-Trent
E01014246,Stoke-on-Trent 008A,E06000021,Stoke-on-Trent
E01014247,Stoke-on-Trent 009A,E06000021,Stoke-on-Trent
E01014248,Stoke-on-Trent 006F,E06000021,Stoke-on-Trent
E01014249,Stoke-on-Trent 011A,E06000021,Stoke-on-Trent
E01014250,Stoke-on-Trent 009B,E06000021,Stoke-on-Trent
E01014252,Stoke-on-Trent 009D,E06000021,Stoke-on-Trent
E01014253,Stoke-on-Trent 011B,E06000021,Stoke-on-Trent
E01014254,Stoke-on-Trent 011C,E06000021,Stoke-on-Trent
E01014255,Stoke-on-Trent 009E,E06000021,Stoke-on-Trent
E01014256,Stoke-on-Trent 011D,E06000021,Stoke-on-Trent
E01014257,Stoke-on-Trent 001A,E06000021,Stoke-on-Trent
E01014258,Stoke-on-Trent 001B,E06000021,Stoke-on-Trent
E01014259,Stoke-on-Trent 001C,E06000021,Stoke-on-Trent
E01014260,Stoke-on-Trent 001D,E06000021,Stoke-on-Trent
E01014261,Stoke-on-Trent 003A,E06000021,Stoke-on-Trent
E01014262,Stoke-on-Trent 003B,E06000021,Stoke-on-Trent
E01014263,Stoke-on-Trent 003C,E06000021,Stoke-on-Trent
E01014264,Stoke-on-Trent 001E,E06000021,Stoke-on-Trent
E01014265,Stoke-on-Trent 007D,E06000021,Stoke-on-Trent
E01014266,Stoke-on-Trent 008B,E06000021,Stoke-on-Trent
E01014267,Stoke-on-Trent 007E,E06000021,Stoke-on-Trent
E01014268,Stoke-on-Trent 008C,E06000021,Stoke-on-Trent
E01014269,Stoke-on-Trent 010A,E06000021,Stoke-on-Trent
E01014270,Stoke-on-Trent 008D,E06000021,Stoke-on-Trent
E01014271,Stoke-on-Trent 008E,E06000021,Stoke-on-Trent
E01014272,Stoke-on-Trent 007F,E06000021,Stoke-on-Trent
E01014273,Stoke-on-Trent 035A,E06000021,Stoke-on-Trent
E01014274,Stoke-on-Trent 020A,E06000021,Stoke-on-Trent
E01014275,Stoke-on-Trent 020B,E06000021,Stoke-on-Trent
E01014276,Stoke-on-Trent 020C,E06000021,Stoke-on-Trent
E01014277,Stoke-on-Trent 020D,E06000021,Stoke-on-Trent
E01014278,Stoke-on-Trent 035C,E06000021,Stoke-on-Trent
E01014279,Stoke-on-Trent 020E,E06000021,Stoke-on-Trent
E01014280,Stoke-on-Trent 035B,E06000021,Stoke-on-Trent
E01014281,Stoke-on-Trent 015A,E06000021,Stoke-on-Trent
E01014282,Stoke-on-Trent 016D,E06000021,Stoke-on-Trent
E01014283,Stoke-on-Trent 016E,E06000021,Stoke-on-Trent
E01014284,Stoke-on-Trent 016F,E06000021,Stoke-on-Trent
E01014285,Stoke-on-Trent 015B,E06000021,Stoke-on-Trent
E01014286,Stoke-on-Trent 015C,E06000021,Stoke-on-Trent
E01014287,Stoke-on-Trent 015D,E06000021,Stoke-on-Trent
E01014288,Stoke-on-Trent 018A,E06000021,Stoke-on-Trent
E01014289,Stoke-on-Trent 018B,E06000021,Stoke-on-Trent
E01014290,Stoke-on-Trent 018C,E06000021,Stoke-on-Trent
E01014291,Stoke-on-Trent 018D,E06000021,Stoke-on-Trent
E01014292,Stoke-on-Trent 018E,E06000021,Stoke-on-Trent
E01014293,Stoke-on-Trent 019A,E06000021,Stoke-on-Trent
E01014294,Stoke-on-Trent 018F,E06000021,Stoke-on-Trent
E01014295,Stoke-on-Trent 019B,E06000021,Stoke-on-Trent
E01014296,Stoke-on-Trent 035H,E06000021,Stoke-on-Trent
E01014297,Stoke-on-Trent 035D,E06000021,Stoke-on-Trent
E01014298,Stoke-on-Trent 035G,E06000021,Stoke-on-Trent
E01014299,Stoke-on-Trent 025A,E06000021,Stoke-on-Trent
E01014300,Stoke-on-Trent 035F,E06000021,Stoke-on-Trent
E01014301,Stoke-on-Trent 025B,E06000021,Stoke-on-Trent
E01014302,Stoke-on-Trent 035E,E06000021,Stoke-on-Trent
E01014303,Stoke-on-Trent 025C,E06000021,Stoke-on-Trent
E01014304,Stoke-on-Trent 025D,E06000021,Stoke-on-Trent
E01014305,Stoke-on-Trent 029A,E06000021,Stoke-on-Trent
E01014306,Stoke-on-Trent 029B,E06000021,Stoke-on-Trent
E01014307,Stoke-on-Trent 029C,E06000021,Stoke-on-Trent
E01014308,Stoke-on-Trent 027A,E06000021,Stoke-on-Trent
E01014309,Stoke-on-Trent 027B,E06000021,Stoke-on-Trent
E01014310,Stoke-on-Trent 031A,E06000021,Stoke-on-Trent
E01014311,Stoke-on-Trent 027C,E06000021,Stoke-on-Trent
E01014312,Stoke-on-Trent 029D,E06000021,Stoke-on-Trent
E01014313,Stoke-on-Trent 027D,E06000021,Stoke-on-Trent
E01014314,Stoke-on-Trent 031B,E06000021,Stoke-on-Trent
E01014315,Stoke-on-Trent 033A,E06000021,Stoke-on-Trent
E01014316,Stoke-on-Trent 031C,E06000021,Stoke-on-Trent
E01014317,Stoke-on-Trent 031D,E06000021,Stoke-on-Trent
E01014318,Stoke-on-Trent 033B,E06000021,Stoke-on-Trent
E01014319,Stoke-on-Trent 033C,E06000021,Stoke-on-Trent
E01014320,Stoke-on-Trent 033D,E06000021,Stoke-on-Trent
E01014321,Stoke-on-Trent 028A,E06000021,Stoke-on-Trent
E01014322,Stoke-on-Trent 031E,E06000021,Stoke-on-Trent
E01014323,Stoke-on-Trent 013A,E06000021,Stoke-on-Trent
E01014324,Stoke-on-Trent 010B,E06000021,Stoke-on-Trent
E01014325,Stoke-on-Trent 010C,E06000021,Stoke-on-Trent
E01014326,Stoke-on-Trent 010D,E06000021,Stoke-on-Trent
E01014327,Stoke-on-Trent 013B,E06000021,Stoke-on-Trent
E01014328,Stoke-on-Trent 013C,E06000021,Stoke-on-Trent
E01014329,Stoke-on-Trent 013D,E06000021,Stoke-on-Trent
E01014330,Stoke-on-Trent 013E,E06000021,Stoke-on-Trent
E01014331,Stoke-on-Trent 004A,E06000021,Stoke-on-Trent
E01014332,Stoke-on-Trent 004B,E06000021,Stoke-on-Trent
E01014333,Stoke-on-Trent 003D,E06000021,Stoke-on-Trent
E01014334,Stoke-on-Trent 003E,E06000021,Stoke-on-Trent
E01014335,Stoke-on-Trent 004C,E06000021,Stoke-on-Trent
E01014336,Stoke-on-Trent 004D,E06000021,Stoke-on-Trent
E01014337,Stoke-on-Trent 004E,E06000021,Stoke-on-Trent
E01014338,Stoke-on-Trent 023A,E06000021,Stoke-on-Trent
E01014339,Stoke-on-Trent 019C,E06000021,Stoke-on-Trent
E01014340,Stoke-on-Trent 019D,E06000021,Stoke-on-Trent
E01014341,Stoke-on-Trent 023B,E06000021,Stoke-on-Trent
E01014342,Stoke-on-Trent 023C,E06000021,Stoke-on-Trent
E01014343,Stoke-on-Trent 023D,E06000021,Stoke-on-Trent
E01014344,Stoke-on-Trent 023E,E06000021,Stoke-on-Trent
E01014345,Stoke-on-Trent 019E,E06000021,Stoke-on-Trent
E01014346,Stoke-on-Trent 030A,E06000021,Stoke-on-Trent
E01014347,Stoke-on-Trent 034A,E06000021,Stoke-on-Trent
E01014348,Stoke-on-Trent 030B,E06000021,Stoke-on-Trent
E01014349,Stoke-on-Trent 030C,E06000021,Stoke-on-Trent
E01014350,Stoke-on-Trent 034B,E06000021,Stoke-on-Trent
E01014351,Stoke-on-Trent 034C,E06000021,Stoke-on-Trent
E01014352,Stoke-on-Trent 034D,E06000021,Stoke-on-Trent
E01014353,Stoke-on-Trent 030D,E06000021,Stoke-on-Trent
E01014354,Stoke-on-Trent 005A,E06000021,Stoke-on-Trent
E01014355,Stoke-on-Trent 005B,E06000021,Stoke-on-Trent
E01014356,Stoke-on-Trent 005C,E06000021,Stoke-on-Trent
E01014357,Stoke-on-Trent 002A,E06000021,Stoke-on-Trent
E01014358,Stoke-on-Trent 002B,E06000021,Stoke-on-Trent
E01014359,Stoke-on-Trent 002C,E06000021,Stoke-on-Trent
E01014360,Stoke-on-Trent 002D,E06000021,Stoke-on-Trent
E01014361,Stoke-on-Trent 005D,E06000021,Stoke-on-Trent
E01014362,Stoke-on-Trent 025E,E06000021,Stoke-on-Trent
E01014363,Stoke-on-Trent 024A,E06000021,Stoke-on-Trent
E01014364,Stoke-on-Trent 024B,E06000021,Stoke-on-Trent
E01014365,Stoke-on-Trent 024C,E06000021,Stoke-on-Trent
E01014366,Stoke-on-Trent 028B,E06000021,Stoke-on-Trent
E01014367,Stoke-on-Trent 028C,E06000021,Stoke-on-Trent
E01014368,Stoke-on-Trent 028D,E06000021,Stoke-on-Trent
E01014369,Stoke-on-Trent 024D,E06000021,Stoke-on-Trent
E01014370,Bath and North East Somerset 007A,E06000022,Bath and North East Somerset
E01014371,Bath and North East Somerset 007B,E06000022,Bath and North East Somerset
E01014372,Bath and North East Somerset 007C,E06000022,Bath and North East Somerset
E01014373,Bath and North East Somerset 010A,E06000022,Bath and North East Somerset
E01014374,Bath and North East Somerset 010B,E06000022,Bath and North East Somerset
E01014375,Bath and North East Somerset 010C,E06000022,Bath and North East Somerset
E01014376,Bath and North East Somerset 010D,E06000022,Bath and North East Somerset
E01014377,Bath and North East Somerset 010E,E06000022,Bath and North East Somerset
E01014380,Bath and North East Somerset 012A,E06000022,Bath and North East Somerset
E01014381,Bath and North East Somerset 012B,E06000022,Bath and North East Somerset
E01014382,Bath and North East Somerset 021A,E06000022,Bath and North East Somerset
E01014383,Bath and North East Somerset 021B,E06000022,Bath and North East Somerset
E01014384,Bath and North East Somerset 021C,E06000022,Bath and North East Somerset
E01014385,Bath and North East Somerset 020A,E06000022,Bath and North East Somerset
E01014386,Bath and North East Somerset 020B,E06000022,Bath and North East Somerset
E01014387,Bath and North East Somerset 018A,E06000022,Bath and North East Somerset
E01014388,Bath and North East Somerset 018B,E06000022,Bath and North East Somerset
E01014389,Bath and North East Somerset 018C,E06000022,Bath and North East Somerset
E01014390,Bath and North East Somerset 018D,E06000022,Bath and North East Somerset
E01014391,Bath and North East Somerset 016A,E06000022,Bath and North East Somerset
E01014392,Bath and North East Somerset 016B,E06000022,Bath and North East Somerset
E01014393,Bath and North East Somerset 023A,E06000022,Bath and North East Somerset
E01014394,Bath and North East Somerset 023B,E06000022,Bath and North East Somerset
E01014395,Bath and North East Somerset 003A,E06000022,Bath and North East Somerset
E01014396,Bath and North East Somerset 003B,E06000022,Bath and North East Somerset
E01014397,Bath and North East Somerset 003C,E06000022,Bath and North East Somerset
E01014398,Bath and North East Somerset 003D,E06000022,Bath and North East Somerset
E01014399,Bath and North East Somerset 001A,E06000022,Bath and North East Somerset
E01014400,Bath and North East Somerset 001B,E06000022,Bath and North East Somerset
E01014401,Bath and North East Somerset 001C,E06000022,Bath and North East Somerset
E01014403,Bath and North East Somerset 002B,E06000022,Bath and North East Somerset
E01014404,Bath and North East Somerset 002C,E06000022,Bath and North East Somerset
E01014405,Bath and North East Somerset 009A,E06000022,Bath and North East Somerset
E01014407,Bath and North East Somerset 009C,E06000022,Bath and North East Somerset
E01014409,Bath and North East Somerset 004A,E06000022,Bath and North East Somerset
E01014410,Bath and North East Somerset 004B,E06000022,Bath and North East Somerset
E01014411,Bath and North East Somerset 004C,E06000022,Bath and North East Somerset
E01014412,Bath and North East Somerset 007D,E06000022,Bath and North East Somerset
E01014413,Bath and North East Somerset 007E,E06000022,Bath and North East Somerset
E01014414,Bath and North East Somerset 007F,E06000022,Bath and North East Somerset
E01014415,Bath and North East Somerset 017A,E06000022,Bath and North East Somerset
E01014416,Bath and North East Somerset 017B,E06000022,Bath and North East Somerset
E01014417,Bath and North East Somerset 017C,E06000022,Bath and North East Somerset
E01014418,Bath and North East Somerset 021D,E06000022,Bath and North East Somerset
E01014419,Bath and North East Somerset 020C,E06000022,Bath and North East Somerset
E01014420,Bath and North East Somerset 025A,E06000022,Bath and North East Somerset
E01014421,Bath and North East Somerset 025B,E06000022,Bath and North East Somerset
E01014422,Bath and North East Somerset 025C,E06000022,Bath and North East Somerset
E01014423,Bath and North East Somerset 025D,E06000022,Bath and North East Somerset
E01014424,Bath and North East Somerset 027A,E06000022,Bath and North East Somerset
E01014425,Bath and North East Somerset 027B,E06000022,Bath and North East Somerset
E01014426,Bath and North East Somerset 027C,E06000022,Bath and North East Somerset
E01014427,Bath and North East Somerset 008A,E06000022,Bath and North East Somerset
E01014428,Bath and North East Somerset 008B,E06000022,Bath and North East Somerset
E01014429,Bath and North East Somerset 008C,E06000022,Bath and North East Somerset
E01014430,Bath and North East Somerset 008D,E06000022,Bath and North East Somerset
E01014431,Bath and North East Somerset 019A,E06000022,Bath and North East Somerset
E01014432,Bath and North East Somerset 019B,E06000022,Bath and North East Somerset
E01014433,Bath and North East Somerset 019C,E06000022,Bath and North East Somerset
E01014434,Bath and North East Somerset 019D,E06000022,Bath and North East Somerset
E01014435,Bath and North East Somerset 014A,E06000022,Bath and North East Somerset
E01014436,Bath and North East Somerset 014B,E06000022,Bath and North East Somerset
E01014437,Bath and North East Somerset 014C,E06000022,Bath and North East Somerset
E01014438,Bath and North East Somerset 014D,E06000022,Bath and North East Somerset
E01014439,Bath and North East Somerset 023C,E06000022,Bath and North East Somerset
E01014440,Bath and North East Somerset 023D,E06000022,Bath and North East Somerset
E01014441,Bath and North East Somerset 023E,E06000022,Bath and North East Somerset
E01014442,Bath and North East Somerset 022B,E06000022,Bath and North East Somerset
E01014443,Bath and North East Somerset 022C,E06000022,Bath and North East Somerset
E01014444,Bath and North East Somerset 022D,E06000022,Bath and North East Somerset
E01014445,Bath and North East Somerset 022E,E06000022,Bath and North East Somerset
E01014446,Bath and North East Somerset 020D,E06000022,Bath and North East Somerset
E01014447,Bath and North East Somerset 020E,E06000022,Bath and North East Somerset
E01014448,Bath and North East Somerset 024A,E06000022,Bath and North East Somerset
E01014449,Bath and North East Somerset 024B,E06000022,Bath and North East Somerset
E01014450,Bath and North East Somerset 024C,E06000022,Bath and North East Somerset
E01014451,Bath and North East Somerset 024D,E06000022,Bath and North East Somerset
E01014452,Bath and North East Somerset 016C,E06000022,Bath and North East Somerset
E01014453,Bath and North East Somerset 016D,E06000022,Bath and North East Somerset
E01014454,Bath and North East Somerset 016E,E06000022,Bath and North East Somerset
E01014455,Bath and North East Somerset 015A,E06000022,Bath and North East Somerset
E01014456,Bath and North East Somerset 015B,E06000022,Bath and North East Somerset
E01014457,Bath and North East Somerset 015C,E06000022,Bath and North East Somerset
E01014458,Bath and North East Somerset 015D,E06000022,Bath and North East Somerset
E01014459,Bath and North East Somerset 016F,E06000022,Bath and North East Somerset
E01014460,Bath and North East Somerset 016G,E06000022,Bath and North East Somerset
E01014461,Bath and North East Somerset 011A,E06000022,Bath and North East Somerset
E01014462,Bath and North East Somerset 011B,E06000022,Bath and North East Somerset
E01014463,Bath and North East Somerset 011C,E06000022,Bath and North East Somerset
E01014464,Bath and North East Somerset 011D,E06000022,Bath and North East Somerset
E01014465,Bath and North East Somerset 006A,E06000022,Bath and North East Somerset
E01014466,Bath and North East Somerset 006B,E06000022,Bath and North East Somerset
E01014467,Bath and North East Somerset 006C,E06000022,Bath and North East Somerset
E01014468,Bath and North East Somerset 006D,E06000022,Bath and North East Somerset
E01014469,Bath and North East Somerset 026A,E06000022,Bath and North East Somerset
E01014470,Bath and North East Somerset 026B,E06000022,Bath and North East Somerset
E01014471,Bath and North East Somerset 026C,E06000022,Bath and North East Somerset
E01014472,Bath and North East Somerset 026D,E06000022,Bath and North East Somerset
E01014473,Bath and North East Somerset 013A,E06000022,Bath and North East Somerset
E01014474,Bath and North East Somerset 013B,E06000022,Bath and North East Somerset
E01014476,Bath and North East Somerset 013D,E06000022,Bath and North East Somerset
E01014477,Bath and North East Somerset 005A,E06000022,Bath and North East Somerset
E01014478,Bath and North East Somerset 005B,E06000022,Bath and North East Somerset
E01014479,Bath and North East Somerset 005C,E06000022,Bath and North East Somerset
E01014480,Bath and North East Somerset 005D,E06000022,Bath and North East Somerset
E01014481,Bath and North East Somerset 012C,E06000022,Bath and North East Somerset
E01014482,Bath and North East Somerset 012D,E06000022,Bath and North East Somerset
E01014483,Bath and North East Somerset 012E,E06000022,Bath and North East Somerset
E01014484,Bath and North East Somerset 012F,E06000022,Bath and North East Somerset
E01014485,Bristol 058A,E06000023,Bristol
E01014486,Bristol 058C,E06000023,Bristol
E01014487,Bristol 020A,E06000023,Bristol
E01014488,Bristol 058B,E06000023,Bristol
E01014489,Bristol 059A,E06000023,Bristol
E01014491,Bristol 020B,E06000023,Bristol
E01014492,Bristol 008A,E06000023,Bristol
E01014493,Bristol 008B,E06000023,Bristol
E01014494,Bristol 008C,E06000023,Bristol
E01014495,Bristol 008D,E06000023,Bristol
E01014496,Bristol 008E,E06000023,Bristol
E01014497,Bristol 003A,E06000023,Bristol
E01014498,Bristol 003B,E06000023,Bristol
E01014499,Bristol 008F,E06000023,Bristol
E01014500,Bristol 039A,E06000023,Bristol
E01014501,Bristol 041A,E06000023,Bristol
E01014502,Bristol 039B,E06000023,Bristol
E01014504,Bristol 041B,E06000023,Bristol
E01014505,Bristol 041C,E06000023,Bristol
E01014506,Bristol 041D,E06000023,Bristol
E01014507,Bristol 016A,E06000023,Bristol
E01014508,Bristol 016B,E06000023,Bristol
E01014509,Bristol 016C,E06000023,Bristol
E01014510,Bristol 010A,E06000023,Bristol
E01014511,Bristol 016D,E06000023,Bristol
E01014512,Bristol 016E,E06000023,Bristol
E01014513,Bristol 016F,E06000023,Bristol
E01014514,Bristol 016G,E06000023,Bristol
E01014515,Bristol 050A,E06000023,Bristol
E01014516,Bristol 050B,E06000023,Bristol
E01014517,Bristol 050C,E06000023,Bristol
E01014518,Bristol 046A,E06000023,Bristol
E01014519,Bristol 046B,E06000023,Bristol
E01014520,Bristol 046C,E06000023,Bristol
E01014521,Bristol 046D,E06000023,Bristol
E01014522,Bristol 050D,E06000023,Bristol
E01014523,Bristol 038A,E06000023,Bristol
E01014524,Bristol 038B,E06000023,Bristol
E01014525,Bristol 038C,E06000023,Bristol
E01014526,Bristol 038D,E06000023,Bristol
E01014527,Bristol 038E,E06000023,Bristol
E01014528,Bristol 035A,E06000023,Bristol
E01014529,Bristol 035B,E06000023,Bristol
E01014530,Bristol 035C,E06000023,Bristol
E01014531,Bristol 035D,E06000023,Bristol
E01014532,Bristol 035E,E06000023,Bristol
E01014533,Bristol 043A,E06000023,Bristol
E01014534,Bristol 043B,E06000023,Bristol
E01014535,Bristol 043C,E06000023,Bristol
E01014536,Bristol 043D,E06000023,Bristol
E01014537,Bristol 035F,E06000023,Bristol
E01014538,Bristol 060A,E06000023,Bristol
E01014539,Bristol 025A,E06000023,Bristol
E01014544,Bristol 030A,E06000023,Bristol
E01014545,Bristol 030B,E06000023,Bristol
E01014546,Bristol 030C,E06000023,Bristol
E01014547,Bristol 030D,E06000023,Bristol
E01014548,Bristol 034A,E06000023,Bristol
E01014549,Bristol 034B,E06000023,Bristol
E01014550,Bristol 034C,E06000023,Bristol
E01014551,Bristol 026A,E06000023,Bristol
E01014552,Bristol 026B,E06000023,Bristol
E01014553,Bristol 026C,E06000023,Bristol
E01014554,Bristol 026D,E06000023,Bristol
E01014555,Bristol 034D,E06000023,Bristol
E01014556,Bristol 026E,E06000023,Bristol
E01014557,Bristol 022A,E06000023,Bristol
E01014558,Bristol 022B,E06000023,Bristol
E01014559,Bristol 022C,E06000023,Bristol
E01014560,Bristol 022D,E06000023,Bristol
E01014561,Bristol 025C,E06000023,Bristol
E01014562,Bristol 022E,E06000023,Bristol
E01014563,Bristol 025D,E06000023,Bristol
E01014564,Bristol 055A,E06000023,Bristol
E01014565,Bristol 029A,E06000023,Bristol
E01014566,Bristol 029B,E06000023,Bristol
E01014567,Bristol 029C,E06000023,Bristol
E01014568,Bristol 057A,E06000023,Bristol
E01014569,Bristol 057B,E06000023,Bristol
E01014570,Bristol 057C,E06000023,Bristol
E01014571,Bristol 012A,E06000023,Bristol
E01014572,Bristol 019A,E06000023,Bristol
E01014573,Bristol 019B,E06000023,Bristol
E01014574,Bristol 057D,E06000023,Bristol
E01014575,Bristol 019C,E06000023,Bristol
E01014576,Bristol 019D,E06000023,Bristol
E01014577,Bristol 012B,E06000023,Bristol
E01014578,Bristol 044A,E06000023,Bristol
E01014579,Bristol 045A,E06000023,Bristol
E01014580,Bristol 045B,E06000023,Bristol
E01014581,Bristol 045C,E06000023,Bristol
E01014582,Bristol 045D,E06000023,Bristol
E01014583,Bristol 044B,E06000023,Bristol
E01014584,Bristol 045E,E06000023,Bristol
E01014585,Bristol 044C,E06000023,Bristol
E01014586,Bristol 012C,E06000023,Bristol
E01014587,Bristol 012D,E06000023,Bristol
E01014588,Bristol 013A,E06000023,Bristol
E01014589,Bristol 013B,E06000023,Bristol
E01014590,Bristol 013C,E06000023,Bristol
E01014591,Bristol 013D,E06000023,Bristol
E01014592,Bristol 013E,E06000023,Bristol
E01014593,Bristol 051A,E06000023,Bristol
E01014594,Bristol 048A,E06000023,Bristol
E01014595,Bristol 051B,E06000023,Bristol
E01014596,Bristol 051C,E06000023,Bristol
E01014597,Bristol 051D,E06000023,Bristol
E01014598,Bristol 048B,E06000023,Bristol
E01014599,Bristol 048C,E06000023,Bristol
E01014600,Bristol 048D,E06000023,Bristol
E01014601,Bristol 001A,E06000023,Bristol
E01014602,Bristol 001B,E06000023,Bristol
E01014603,Bristol 001C,E06000023,Bristol
E01014605,Bristol 001E,E06000023,Bristol
E01014607,Bristol 047A,E06000023,Bristol
E01014608,Bristol 047B,E06000023,Bristol
E01014609,Bristol 047C,E06000023,Bristol
E01014610,Bristol 047D,E06000023,Bristol
E01014611,Bristol 052A,E06000023,Bristol
E01014612,Bristol 052B,E06000023,Bristol
E01014613,Bristol 047E,E06000023,Bristol
E01014614,Bristol 047F,E06000023,Bristol
E01014615,Bristol 011A,E06000023,Bristol
E01014616,Bristol 006A,E06000023,Bristol
E01014617,Bristol 011B,E06000023,Bristol
E01014618,Bristol 011C,E06000023,Bristol
E01014619,Bristol 017A,E06000023,Bristol
E01014620,Bristol 011D,E06000023,Bristol
E01014621,Bristol 017B,E06000023,Bristol
E01014622,Bristol 021A,E06000023,Bristol
E01014623,Bristol 021B,E06000023,Bristol
E01014624,Bristol 018A,E06000023,Bristol
E01014626,Bristol 021C,E06000023,Bristol
E01014627,Bristol 021D,E06000023,Bristol
E01014629,Bristol 018D,E06000023,Bristol
E01014630,Bristol 005A,E06000023,Bristol
E01014631,Bristol 004A,E06000023,Bristol
E01014632,Bristol 004B,E06000023,Bristol
E01014633,Bristol 004C,E06000023,Bristol
E01014634,Bristol 005B,E06000023,Bristol
E01014635,Bristol 010B,E06000023,Bristol
E01014636,Bristol 004D,E06000023,Bristol
E01014637,Bristol 010C,E06000023,Bristol
E01014638,Bristol 003C,E06000023,Bristol
E01014639,Bristol 003D,E06000023,Bristol
E01014640,Bristol 003E,E06000023,Bristol
E01014641,Bristol 007A,E06000023,Bristol
E01014642,Bristol 007B,E06000023,Bristol
E01014643,Bristol 007C,E06000023,Bristol
E01014644,Bristol 007D,E06000023,Bristol
E01014645,Bristol 042A,E06000023,Bristol
E01014646,Bristol 042B,E06000023,Bristol
E01014647,Bristol 044D,E06000023,Bristol
E01014648,Bristol 042C,E06000023,Bristol
E01014649,Bristol 042D,E06000023,Bristol
E01014650,Bristol 044E,E06000023,Bristol
E01014651,Bristol 042E,E06000023,Bristol
E01014653,Bristol 055B,E06000023,Bristol
E01014654,Bristol 056A,E06000023,Bristol
E01014655,Bristol 055C,E06000023,Bristol
E01014658,Bristol 056B,E06000023,Bristol
E01014659,Bristol 005C,E06000023,Bristol
E01014660,Bristol 014A,E06000023,Bristol
E01014661,Bristol 005D,E06000023,Bristol
E01014662,Bristol 010D,E06000023,Bristol
E01014663,Bristol 014B,E06000023,Bristol
E01014664,Bristol 014C,E06000023,Bristol
E01014665,Bristol 014D,E06000023,Bristol
E01014666,Bristol 017C,E06000023,Bristol
E01014667,Bristol 017D,E06000023,Bristol
E01014668,Bristol 020C,E06000023,Bristol
E01014669,Bristol 020D,E06000023,Bristol
E01014670,Bristol 020E,E06000023,Bristol
E01014671,Bristol 020F,E06000023,Bristol
E01014672,Bristol 017E,E06000023,Bristol
E01014673,Bristol 027A,E06000023,Bristol
E01014674,Bristol 027B,E06000023,Bristol
E01014675,Bristol 027C,E06000023,Bristol
E01014676,Bristol 027D,E06000023,Bristol
E01014677,Bristol 033A,E06000023,Bristol
E01014678,Bristol 033B,E06000023,Bristol
E01014679,Bristol 033C,E06000023,Bristol
E01014680,Bristol 033D,E06000023,Bristol
E01014681,Bristol 029D,E06000023,Bristol
E01014682,Bristol 028A,E06000023,Bristol
E01014683,Bristol 028B,E06000023,Bristol
E01014684,Bristol 029E,E06000023,Bristol
E01014685,Bristol 028C,E06000023,Bristol
E01014686,Bristol 028D,E06000023,Bristol
E01014687,Bristol 028E,E06000023,Bristol
E01014688,Bristol 002A,E06000023,Bristol
E01014689,Bristol 002B,E06000023,Bristol
E01014690,Bristol 002C,E06000023,Bristol
E01014691,Bristol 002D,E06000023,Bristol
E01014692,Bristol 002E,E06000023,Bristol
E01014693,Bristol 002F,E06000023,Bristol
E01014694,Bristol 002G,E06000023,Bristol
E01014695,Bristol 036A,E06000023,Bristol
E01014696,Bristol 036B,E06000023,Bristol
E01014698,Bristol 036C,E06000023,Bristol
E01014699,Bristol 036D,E06000023,Bristol
E01014700,Bristol 036E,E06000023,Bristol
E01014701,Bristol 036F,E06000023,Bristol
E01014702,Bristol 049A,E06000023,Bristol
E01014703,Bristol 049B,E06000023,Bristol
E01014704,Bristol 049C,E06000023,Bristol
E01014705,Bristol 049D,E06000023,Bristol
E01014706,Bristol 049E,E06000023,Bristol
E01014707,Bristol 049F,E06000023,Bristol
E01014708,Bristol 049G,E06000023,Bristol
E01014709,Bristol 015A,E06000023,Bristol
E01014710,Bristol 015B,E06000023,Bristol
E01014711,Bristol 015C,E06000023,Bristol
E01014712,Bristol 015D,E06000023,Bristol
E01014713,Bristol 015E,E06000023,Bristol
E01014714,Bristol 015F,E06000023,Bristol
E01014715,Bristol 009A,E06000023,Bristol
E01014716,Bristol 009B,E06000023,Bristol
E01014717,Bristol 009C,E06000023,Bristol
E01014718,Bristol 009D,E06000023,Bristol
E01014719,Bristol 006B,E06000023,Bristol
E01014720,Bristol 006C,E06000023,Bristol
E01014721,Bristol 006D,E06000023,Bristol
E01014722,Bristol 052C,E06000023,Bristol
E01014723,Bristol 052D,E06000023,Bristol
E01014725,Bristol 052E,E06000023,Bristol
E01014726,Bristol 053B,E06000023,Bristol
E01014727,Bristol 053C,E06000023,Bristol
E01014729,Bristol 040A,E06000023,Bristol
E01014730,Bristol 037A,E06000023,Bristol
E01014731,Bristol 037B,E06000023,Bristol
E01014732,Bristol 037C,E06000023,Bristol
E01014733,Bristol 040B,E06000023,Bristol
E01014734,Bristol 040C,E06000023,Bristol
E01014735,Bristol 037D,E06000023,Bristol
E01014736,Bristol 040D,E06000023,Bristol
E01014737,North Somerset 011A,E06000024,North Somerset
E01014738,North Somerset 011B,E06000024,North Somerset
E01014739,North Somerset 011C,E06000024,North Somerset
E01014740,North Somerset 011D,E06000024,North Somerset
E01014741,North Somerset 024A,E06000024,North Somerset
E01014742,North Somerset 024B,E06000024,North Somerset
E01014744,North Somerset 023A,E06000024,North Somerset
E01014745,North Somerset 024C,E06000024,North Somerset
E01014746,North Somerset 023B,E06000024,North Somerset
E01014747,North Somerset 024D,E06000024,North Somerset
E01014748,North Somerset 024E,E06000024,North Somerset
E01014749,North Somerset 024F,E06000024,North Somerset
